Path/Name,Phrase
ivr/ivr-hotseat_options,热座选项
ivr/ivr-maximum_number_of_channels,您已达到最大通道数。
ivr/ivr-to_do_a_echo_test,执行回声测试请按
misc/call_secured,已进入安全通信
misc/followed,然后按#号
misc/if_you_are_this_person,如果您是这个人
misc/if_you_would_like_to,如果您愿意
misc/provide_reference_number,提供参考号码
misc/transfer1,请输入您想要转移到的分机号
misc/transfer2,转移
misc/we_are_trying_to_reach,我们正在尝试呼叫
misc/error,有错误发生，请联系管理员
misc/misc-your_call_will_be_terminated_in,您的电话将会在以下时间内挂断...
misc/misc-your_call_has_been_terminated,您的电话已挂断
misc/misc-to_hear_about_cluecon,了解ClueCon
misc/misc-cluecon_is_premier_conference,ClueCon是首要会议
misc/misc-chicago_each_summer,每年夏天在芝加哥
misc/misc-wide_range_of_persons,各类人士
misc/misc-support_open_source_by_attending,通过参加支持开源
misc/misc-freeswitch_sponsored_by_ostag,FreeSWITCH由OSTAG赞助
misc/misc-ostag_learn_more,了解更多关于OSTAG
misc/misc-learn_more_about_freeswitch_solutions,了解更多FreeSWITCH解决方案
misc/misc-information_about_freeswitch,关于FreeSWITCH的信息
misc/misc-freeswitch_is_state_of_the_art,FreeSWITCH是最先进的
misc/misc-it_is_stable_scalable_extensible,它稳定、可扩展、可扩充
misc/misc-free_to_download,免费下载
misc/misc-freeswitch_dot_org_more,FreeSWITCH.org了解更多
misc/misc-Sangoma,Sangoma
misc/misc-fss_best_consulting,FSS最佳咨询
misc/misc-fss_network_of_experts,FSS专家网络
misc/misc-fss_contact_us,联系我们FSS
misc/misc-soccer_mom,这完全是足球妈妈的风格！
misc/misc-speak_live_with_community,与社区实时交流
misc/misc-join_us_each_wed,每周三加入我们
misc/misc-more_info_wiki,更多信息请访问wiki
misc/misc-welcome_freeswitch_conf_call,欢迎来到FreeSWITCH电话会议
misc/misc-e164_dot_org,E164.org
misc/phone_not_auth,此电话无权拨打外线。
misc/sorry,抱歉。
misc/call_monitoring_blurb,此通话可能会被监听或录音，用于质量控制和培训目的。
misc/es,西班牙语。
misc/invalid_extension,无效分机。
misc/en,英语。
base256/Algol,大陵五
base256/Apollo,阿波罗
base256/Athens,雅典
base256/Atlantic,大西洋
base256/Aztec,阿兹特克
base256/Babylon,巴比伦
base256/Belfast,贝尔法斯特
base256/Bradbury,布拉德伯里
base256/Brazilian,巴西的
base256/Burbank,伯班克
base256/Burlington,伯灵顿
base256/Camelot,卡梅洛特
base256/Capricorn,摩羯座
base256/Cherokee,切诺基
base256/Chicago,芝加哥
base256/Christmas,圣诞节
base256/Dakota,达科他
base256/December,十二月
base256/Dupont,杜邦
base256/Eskimo,爱斯基摩
base256/Galveston,加尔维斯顿
base256/Geiger,盖革
base256/Hamilton,汉密尔顿
base256/Istanbul,伊斯坦布尔
base256/Jamaica,牙买加
base256/Jupiter,木星
base256/Medusa,美杜莎
base256/Mohawk,莫霍克
base256/Montana,蒙大拿
base256/Neptune,海王星
base256/Norwegian,挪威的
base256/Oakland,奥克兰
base256/October,十月
base256/Ohio,俄亥俄
base256/Orlando,奥兰多
base256/Pacific,太平洋
base256/Pandora,潘多拉
base256/Pegasus,飞马座
base256/Pluto,冥王星
base256/Saturday,星期六
base256/Scotland,苏格兰
base256/Trojan,特洛伊
base256/Virginia,弗吉尼亚
base256/Vulcan,火神
base256/Waterloo,滑铁卢
base256/Wichita,威奇托
base256/Wilmington,威尔明顿
base256/Wyoming,怀俄明
base256/Yucatan,尤卡坦
base256/Zulu,祖鲁
base256/aardvark,土豚
base256/absurd,荒谬
base256/accrue,累积
base256/acme,顶点
base256/adrift,漂流
base256/adroitness,灵巧
base256/adult,成人
base256/adviser,顾问
base256/afflict,折磨
base256/aftermath,后果
base256/aggregate,总计
base256/ahead,向前
base256/aimless,漫无目的
base256/alkali,碱
base256/allow,允许
base256/almighty,全能的
base256/alone,独自
base256/ammo,弹药
base256/amulet,护身符
base256/amusement,娱乐
base256/ancient,古代的
base256/antenna,天线
base256/apple,苹果
base256/applicant,申请人
base256/armistice,停战
base256/article,文章
base256/artist,艺术家
base256/assume,假设
base256/asteroid,小行星
base256/atlas,地图集
base256/atmosphere,大气层
base256/autopsy,尸检
base256/baboon,狒狒
base256/backfield,后场
base256/backward,向后
base256/backwater,死水
base256/banjo,班卓琴
base256/barbecue,烧烤
base256/beaming,容光焕发
base256/bedlamp,床头灯
base256/beehive,蜂巢
base256/beeswax,蜂蜡
base256/befriend,交朋友
base256/being,存在
base256/belowground,地下的
base256/berserk,狂暴
base256/bifocals,双焦点眼镜
base256/billiard,台球
base256/bison,野牛
base256/blackjack,二十一点
base256/blockade,封锁
base256/blowtorch,喷灯
base256/bluebird,蓝鸟
base256/bodyguard,保镖
base256/bombast,夸夸其谈
base256/bookseller,书商
base256/bookshelf,书架
base256/borderline,边界线
base256/bottomless,无底的
base256/brackish,微咸的
base256/bravado,虚张声势
base256/breadline,领救济食物的队伍
base256/breakaway,脱离
base256/breakup,分手
base256/brickyard,砖厂
base256/briefcase,公文包
base256/businessman,商人
base256/butterfat,奶油脂肪
base256/button,按钮
base256/buzzard,秃鹫
base256/candidate,候选人
base256/cannonball,炮弹
base256/caravan,大篷车
base256/caretaker,管理员
base256/celebrate,庆祝
base256/cellulose,纤维素
base256/cement,水泥
base256/certify,认证
base256/chairlift,缆车
base256/chambermaid,女服务员
base256/chatter,喋喋不休
base256/checkup,体检
base256/chisel,凿子
base256/choking,窒息
base256/chopper,直升机
base256/clamshell,蛤壳
base256/classic,经典
base256/classroom,教室
base256/cleanup,清理
base256/clergyman,牧师
base256/clockwork,发条装置
base256/cobra,眼镜蛇
base256/coherence,连贯性
base256/combustion,燃烧
base256/commando,突击队
base256/commence,开始
base256/company,公司
base256/component,组件
base256/concert,音乐会
base256/concurrent,同时的
base256/confidence,信心
base256/conference,会议
base256/conformist,墨守成规者
base256/congregate,聚集
base256/consensus,共识
base256/consulting,咨询
base256/corporate,企业的
base256/corrosion,腐蚀
base256/councilman,议员
base256/cowbell,牛铃
base256/crackdown,镇压
base256/cranky,暴躁的
base256/crossover,交叉
base256/crowfoot,鱼尾纹
base256/crucial,关键的
base256/crucifix,十字架
base256/crumpled,皱巴巴的
base256/crusade,十字军东征
base256/cubic,立方的
base256/cumbersome,笨重的
base256/customer,客户
base256/dashboard,仪表板
base256/deadbolt,门闩
base256/decadence,颓废
base256/decimal,十进制
base256/deckhand,水手
base256/designing,设计
base256/detector,探测器
base256/detergent,洗涤剂
base256/determine,确定
base256/dictator,独裁者
base256/dinosaur,恐龙
base256/direction,方向
base256/disable,禁用
base256/disbelief,不信
base256/disruptive,破坏性的
base256/distortion,扭曲
base256/document,文档
base256/dogsled,狗拉雪橇
base256/dragnet,拖网
base256/drainage,排水
base256/dreadful,可怕的
base256/drifter,流浪者
base256/dropper,滴管
base256/drumbeat,鼓点
base256/drunken,醉酒
base256/dwelling,住所
base256/eating,吃
base256/edict,法令
base256/egghead,知识分子
base256/eightball,八号球
base256/embezzle,挪用
base256/enchanting,迷人的
base256/endorse,认可
base256/endow,赋予
base256/enlist,入伍
base256/enrollment,注册
base256/enterprise,企业
base256/equation,方程式
base256/equipment,设备
base256/erase,擦除
base256/escapade,冒险
base256/escape,逃脱
base256/everyday,日常
base256/examine,检查
base256/exceed,超过
base256/existence,存在
base256/exodus,出走
base256/eyeglass,眼镜
base256/eyetooth,犬齿
base256/facial,面部的
base256/fallout,后果
base256/fascinate,迷住
base256/filament,灯丝
base256/finicky,挑剔的
base256/flagpole,旗杆
base256/flatfoot,警察
base256/flytrap,捕蝇草
base256/forever,永远
base256/fortitude,坚韧
base256/fracture,骨折
base256/framework,框架
base256/freedom,自由
base256/frequency,频率
base256/frighten,惊吓
base256/gadgetry,小工具
base256/gazelle,瞪羚
base256/getaway,逃跑
base256/glitter,闪光
base256/glossary,词汇表
base256/glucose,葡萄糖
base256/goggles,护目镜
base256/goldfish,金鱼
base256/gossamer,蛛丝
base256/graduate,毕业生
base256/gravity,重力
base256/gremlin,小妖精
base256/guidance,指导
base256/guitarist,吉他手
base256/hamburger,汉堡包
base256/hamlet,小村庄
base256/handiwork,手工
base256/hazardous,危险的
base256/headwaters,源头
base256/hemisphere,半球
base256/hesitate,犹豫
base256/hideaway,藏身处
base256/highchair,高脚椅
base256/hockey,曲棍球
base256/holiness,神圣
base256/hurricane,飓风
base256/hydraulic,液压的
base256/impartial,公正的
base256/impetus,动力
base256/inception,开始
base256/indigo,靛蓝
base256/indoors,室内
base256/indulge,放纵
base256/inertia,惯性
base256/infancy,婴儿期
base256/inferno,地狱
base256/informant,线人
base256/insincere,不真诚的
base256/insurgent,叛乱者
base256/integrate,整合
base256/intention,意图
base256/inventive,有创造力的
base256/inverse,相反的
base256/involve,涉及
base256/is,是
base256/island,岛屿
base256/jawbone,下颚骨
base256/keyboard,键盘
base256/kickoff,开球
base256/kiwi,猕猴桃
base256/klaxon,喇叭
base256/leprosy,麻风病
base256/letterhead,信头
base256/liberty,自由
base256/longer,更长
base256/locale,地点
base256/lockup,监狱
base256/maritime,海事的
base256/matchmaker,媒人
base256/maverick,独行侠
base256/megaton,百万吨
base256/merit,优点
base256/microscope,显微镜
base256/microwave,微波炉
base256/midsummer,仲夏
base256/millionaire,百万富翁
base256/minnow,小鱼
base256/miracle,奇迹
base256/miser,守财奴
base256/misnomer,用词不当
base256/molasses,糖蜜
base256/molecule,分子
base256/monument,纪念碑
base256/mosquito,蚊子
base256/mural,壁画
base256/music,音乐
base256/narrative,叙事
base256/nebula,星云
base256/necklace,项链
base256/newborn,新生儿
base256/newsletter,通讯
base256/nightbird,夜鸟
base256/no,否
base256/obtuse,迟钝的
base256/offload,卸载
base256/onlooker,旁观者
base256/optic,视觉的
base256/opulent,富裕的
base256/orca,虎鲸
base256/outfielder,外场手
base256/pandemic,大流行
base256/paperweight,镇纸
base256/paragon,典范
base256/paragraph,段落
base256/paramount,至高无上的
base256/passenger,乘客
base256/payday,发薪日
base256/peachy,极好的
base256/pedigree,血统
base256/penetrate,穿透
base256/perceptive,有洞察力的
base256/performance,表现
base256/pharmacy,药房
base256/pheasant,雉鸡
base256/phonetic,语音的
base256/photograph,照片
base256/physique,体格
base256/pioneer,先驱
base256/playhouse,剧院
base256/pocketful,一口袋
base256/politeness,礼貌
base256/positive,积极的
base256/potato,土豆
base256/preclude,排除
base256/prefer,更喜欢
base256/preshrunk,预缩的
base256/printer,打印机
base256/processor,处理器
base256/provincial,省级的
base256/prowler,徘徊者
base256/proximate,最近的
base256/puberty,青春期
base256/publisher,出版商
base256/pupil,学生
base256/puppy,小狗
base256/pyramid,金字塔
base256/python,蟒蛇
base256/quadrant,象限
base256/quantity,数量
base256/quiver,箭袋
base256/quota,配额
base256/racketeer,敲诈者
base256/ragtime,拉格泰姆
base256/ratchet,棘轮
base256/rebellion,叛乱
base256/rebirth,重生
base256/recipe,食谱
base256/recover,恢复
base256/reform,改革
base256/regain,重获
base256/reindeer,驯鹿
base256/rematch,重赛
base256/recorded,已录制
base256/repay,偿还
base256/repellent,驱虫剂
base256/replica,复制品
base256/reproduce,复制
base256/resistor,电阻器
base256/responsive,响应的
base256/retouch,修饰
base256/retraction,撤回
base256/retrieval,检索
base256/retrospect,回顾
base256/revenge,复仇
base256/revenue,收入
base256/revival,复兴
base256/revolver,左轮手枪
base256/reward,奖励
base256/rhythm,节奏
base256/ribcage,胸腔
base256/ringbolt,环形螺栓
base256/robust,强健的
base256/rocker,摇椅
base256/ruffled,蓬乱的
base256/sailboat,帆船
base256/sandalwood,檀香
base256/sardonic,讽刺的
base256/savagery,野蛮
base256/sawdust,锯末
base256/scallion,葱
base256/scavenger,拾荒者
base256/scenic,风景优美的
base256/scorecard,记分卡
base256/seabird,海鸟
base256/select,选择
base256/sensation,感觉
base256/sentence,句子
base256/shadow,阴影
base256/shamrock,三叶草
base256/showgirl,歌舞女郎
base256/skullcap,无檐帽
base256/skydive,跳伞
base256/slingshot,弹弓
base256/slowdown,减速
base256/snapline,弹线
base256/snapshot,快照
base256/snowcap,雪帽
base256/snowslide,雪崩
base256/sociable,善于交际的
base256/solo,独奏
base256/southward,向南
base256/souvenir,纪念品
base256/soybean,大豆
base256/spaniel,猎犬
base256/spearhead,先锋
base256/specialist,专家
base256/speculate,推测
base256/spellbind,迷住
base256/spheroid,椭球体
base256/spigot,水龙头
base256/spindle,纺锤
base256/spyglass,望远镜
base256/stagehand,舞台工作人员
base256/stagnate,停滞
base256/stairway,楼梯
base256/standard,标准
base256/stapler,订书机
base256/steamship,轮船
base256/sterling,极好的
base256/stethoscope,听诊器
base256/stockman,牧场主
base256/stopwatch,秒表
base256/stormy,暴风雨的
base256/stupendous,惊人的
base256/sugar,糖
base256/supportive,支持的
base256/surmount,克服
base256/surrender,投降
base256/suspense,悬念
base256/suspicious,可疑的
base256/sweatband,汗带
base256/swelter,闷热
base256/sympathy,同情
base256/tactics,战术
base256/talon,利爪
base256/tambourine,铃鼓
base256/tapeworm,绦虫
base256/telephone,电话
base256/tempest,暴风雨
base256/therapist,治疗师
base256/this,这个
base256/tiger,老虎
base256/tissue,组织
base256/tobacco,烟草
base256/tolerance,容忍
base256/tomorrow,明天
base256/tonic,补品
base256/topmost,最高的
base256/torpedo,鱼雷
base256/tracker,追踪器
base256/tradition,传统
base256/transit,过境
base256/trauma,创伤
base256/travesty,滑稽模仿
base256/treadmill,跑步机
base256/trombonist,长号手
base256/trouble,麻烦
base256/truncated,截断的
base256/tumor,肿瘤
base256/tunnel,隧道
base256/tycoon,大亨
base256/typewriter,打字机
base256/ultimate,最终的
base256/uncut,未切割的
base256/undaunted,无畏的
base256/underfoot,脚下
base256/unearth,发掘
base256/unicorn,独角兽
base256/unify,统一
base256/universe,宇宙
base256/unravel,解开
base256/unwind,放松
base256/upcoming,即将到来的
base256/uproot,连根拔起
base256/upset,心烦意乱
base256/upshot,结果
base256/vacancy,空缺
base256/vagabond,流浪者
base256/vapor,蒸汽
base256/vertigo,眩晕
base256/village,村庄
base256/virus,病毒
base256/visitor,访客
base256/vocalist,歌手
base256/voyager,旅行者
base256/waffle,华夫饼
base256/wallet,钱包
base256/warranty,保修
base256/watchword,口令
base256/wayside,路边
base256/whimsical,异想天开的
base256/willow,柳树
base256/woodlark,林百灵
base256/yesteryear,往年
features/agent_logged_in,坐席已登录。
features/agent_logged_out,坐席已登出。
features/agent_pause,座席已暂停。
features/agent_toggle_error,更改座席状态时出错。
features/agent_unpause,座席可用。
features/anonymous_call_disabled,匿名呼叫已禁用。
features/anonymous_call_enabled,匿名呼叫已启用。
features/authorization_code_invalid,授权码无效。
features/authorization_code_saved,授权码已保存。
features/blacklist_added_success,号码已添加到黑名单。
features/blacklist_enter_number,请输入要阻止的号码。
features/blacklist_enter_number_remove,请输入要解除阻止的号码。
features/blacklist_error_duplicate,此号码已在黑名单中。
features/blacklist_error_generic,黑名单操作出错。
features/blacklist_error_invalid,黑名单号码无效。
features/blacklist_last_success,最后来电者已添加到黑名单。
features/blacklist_removed_success,号码已从黑名单中移除。
features/call_flow_disabled,呼叫流程已禁用。
features/call_flow_enabled,呼叫流程已启用。
features/call_parked,呼叫已停靠。
features/callback_invalid,回拨请求无效。
features/callback_scheduled,回拨已安排。
features/callback_unavailable,回拨服务不可用。
features/cache_list_failed,列出缓存失败。
features/cache_purge_failed,清除缓存失败。
features/cache_purged_successfully,缓存已成功清除。
features/confirm_new_feature_password,请确认新功能密码。
features/conference_ended,会议已结束。
features/conference_invalid,会议无效。
features/conference_max_participants,已达到最大参与者人数。
features/conference_moderator_entry,您现在是主持人。
features/conference_recording,此会议正在录音。
features/conference_wait_moderator,请稍候，主持人尚未到达。
features/current-time-is,当前时间是...
features/customer_code_saved,客户代码已保存。
features/demo-echotest,演示回声测试。
features/dnd_disabled,免打扰已关闭。
features/dnd_enabled,免打扰已开启。
features/enter_authorization_code,请输入授权码。
features/enter_current_feature_password,请输入当前功能密码。
features/enter_customer_code,请输入客户代码。
features/enter_destination_number,请输入目的号码。
features/enter_extension_to_purge,请输入要清除的分机。
features/enter_feature_password,请输入功能密码。
features/enter_new_feature_password,请输入新功能密码。
features/enter_password,请输入密码。
features/enter_pin,请输入PIN码。
features/enter_queue,请输入队列号码。
features/fallback_routing,备用路由已激活。
features/feature_activated,功能已激活。
features/feature_not_allowed,此功能不被允许。
features/feature_not_available,此服务目前不可用。
features/feature_password_mismatch,密码不匹配。
features/feature_password_updated_successfully,功能密码已成功更新。
features/features_password_ok,功能密码正确。
features/features_password_prompt,请输入您的功能密码。
features/features_password_wrong,功能密码不正确。
features/holiday_closure,我们目前因节假日关闭。请在工作时间内回电。
features/hotdesk_login,输入您的分机号开始热座，然后按井号键。
features/hotdesk_login_required,请在拨打电话前登录。
features/hotdesk_logout,您已从此设备登出。
features/hotdesk_success,您现已登录到此设备。
features/im-sorry,抱歉，这不是一个有效的号码。
features/incorrect_current_feature_password,您输入的功能密码不正确。
features/invalid_entry,输入无效。
features/invalid_feature_code,无效选项。请重试。
features/invalid_feature_password,您未输入有效的功能密码。
features/invalid_password,密码无效。
features/invalid_pin,您输入的PIN码无效。
features/invalid_park_slot,您请求的停靠位无效。
features/ivr-test-goodbye,感谢致电Ring2All测试IVR。再见。
features/ivr-test-instructions,要收听当前时间请按1。要进行回音测试请按2。要收听等待音乐请按3。
features/ivr-test-invalid,您输入的选项无效。请重试。
features/ivr-test-welcome,欢迎使用Ring2All测试IVR。
features/night_mode_disabled,全局夜间模式现已禁用。
features/night_mode_enabled,全局夜间模式现已启用。
features/no_available_parking,没有可用的停靠位。
features/paging_group_invalid,您拨打的寻呼组不可用。
features/paging_not_allowed,您无权访问此寻呼组。
features/phone_locked,您的电话现已锁定。
features/phone_unlocked,您的电话现已解锁。
features/pickup_group_empty,没有响铃的呼叫可接听。
features/pickup_not_allowed,您无权接听此组的呼叫。
features/promo_april2025,本月所有套餐享受20%折扣。请向我们的客服咨询详情。
features/queue_added,已加入队列。
features/queue_enter_queue,请输入队列号码。
features/queue_error,队列错误。
features/queue_final_exit,感谢等待。再见。
features/queue_invalid,无效队列。
features/queue_join_welcome,欢迎加入队列。
features/queue_no_agents_available,目前没有可用坐席。
features/queue_periodic_announcement,感谢等待。坐席将很快为您服务。
features/queue_position_number,您是第...
features/queue_position_suffix,...位。
features/queue_removed,已从队列移除。
features/queue_wait_prefix,预计等待时间为...
features/queue_wait_suffix,...分钟。
features/reminder_enter_time,请输入提醒时间。
features/reminder_error,设置提醒时出错。
features/reminder_record_message,请在提示音后录制您的提醒消息。
features/reminder_saved,您的提醒已保存。
features/remote_wakeup_enter_ext,请输入叫醒服务的分机号。
features/remote_wakeup_enter_time,请输入叫醒时间。
features/remote_wakeup_error,设置叫醒服务时出错。
features/remote_wakeup_scheduled,您的叫醒服务已安排。
features/select_cache_type,按1清除分机缓存，按2清除拨号计划，按3清除SIP配置文件。
features/sim-incoming-call-did,请输入目标号码。
features/sim-incoming-cid,如需更改，请输入来电显示号码。
features/speak_last_call_prompt,要回拨此号码请按1，否则请挂断。
features/speak_last_not_found,未找到最近的来电者。
features/speed_dial_invalid,快速拨号代码无效。
features/speed_dial_not_found,未找到此快速拨号代码对应的号码。
features/speed_dial_set,您的快速拨号条目已保存。
features/status_dnd_enabled,您拨打的分机目前不可用。
features/voicemail_goodbye,再见。
features/voicemail_welcome,欢迎使用语音信箱。
features/wakeup_cancel_success,叫醒服务已取消。
features/wakeup_enter_time,请输入叫醒时间。
features/wakeup_error_generic,叫醒服务错误。
features/wakeup_error_invalid,叫醒时间无效。
features/wakeup_scheduled,叫醒服务已设置。
features/wrong_password,密码错误。
features/your_extension_is,您的分机号是...
features/queue_callback_option,如需回电，请按1。
features/queue_callback_confirm,您已请求回电。
features/queue_callback_enter_number,请输入您的回电号码。
features/queue_callback_invalid_number,输入的号码无效。请重试。
features/queue_callback_thanks,谢谢。我们会尽快回电给您。再见。
features/queue_callback_announcement,这是您请求的回电。请稍候，我们正在为您接通坐席。
features/callback_rate_limit,您已达到最大回电请求次数。请稍后再试。
currency/yuan,元
currency/jiao,角
currency/fen,分
currency/li,厘
voicemail/vm-listen_saved.vmwav,听取已保存的留言
voicemail/voicemail/vm-pin_below_minimum_length,您输入的密码长度不够
voicemail/voicemail/vm-minimum_pin_length_is,最小的密码长度是...
ivr/ivr-begin_recording.wav ,开始录音
ivr/ivr-files-,...文件...
ivr/ivr-Thank_you,谢谢.
ivr/ivr-youre_number_one,您是第一个呼叫者，当然，在我们的字典里每个人都是第一个，所以，请稍等一会儿...
ivr/ivr/ivr_is_now_on,...已开启
ivr/ivr/ivr_is_now_off,...已关闭
ivr/conf-conference_is_full,会议室已满，请联系管理员
